"","PSID","Gene","Module"
"PCSK1N","PCSK1N","PCSK1N","magenta"
"LIPF","LIPF","LIPF","blue"
"CD164","CD164","CD164","blue"
"AOAH","AOAH","AOAH","yellow"
"TRIM8","TRIM8","TRIM8","green"
"CDKL3","CDKL3","CDKL3","turquoise"
"APBA1","APBA1","APBA1","brown"
"TNFRSF21","TNFRSF21","TNFRSF21","brown"
"MYO6","MYO6","MYO6","green"
"ATP1B4","ATP1B4","ATP1B4","brown"
"ADAM28","ADAM28","ADAM28","yellow"
"ERBB4","ERBB4","ERBB4","brown"
"ST8SIA1","ST8SIA1","ST8SIA1","brown"
"SLC26A10","SLC26A10","SLC26A10","turquoise"
"COMP","COMP","COMP","blue"
"TTC3","TTC3","TTC3","turquoise"
"PDCD6","PDCD6","PDCD6","turquoise"
"PDC","PDC","PDC","turquoise"
"GHSR","GHSR","GHSR","black"
"SKIL","SKIL","SKIL","turquoise"
"AKAP11","AKAP11","AKAP11","turquoise"
"KCNQ2","KCNQ2","KCNQ2","turquoise"
"MATK","MATK","MATK","brown"
"MAP2K4","MAP2K4","MAP2K4","brown"
"PTPLA","PTPLA","PTPLA","turquoise"
"CDK5","CDK5","CDK5","brown"
"LY6G6E","LY6G6E","LY6G6E","turquoise"
"UBE2E3","UBE2E3","UBE2E3","turquoise"
"CHRNA1","CHRNA1","CHRNA1","blue"
"CGREF1","CGREF1","CGREF1","brown"
"SSTR5","SSTR5","SSTR5","brown"
"ASB4","ASB4","ASB4","turquoise"
"HEXIM1","HEXIM1","HEXIM1","blue"
"MPPED2","MPPED2","MPPED2","midnightblue"
"PRRG4","PRRG4","PRRG4","blue"
"SMO","SMO","SMO","blue"
"SEMA4A","SEMA4A","SEMA4A","brown"
"PLS1","PLS1","PLS1","blue"
"TFDP2","TFDP2","TFDP2","brown"
"CIB2","CIB2","CIB2","brown"
"SH2D1A","SH2D1A","SH2D1A","brown"
"SIX2","SIX2","SIX2","pink"
"GFPT2","GFPT2","GFPT2","blue"
"IL13","IL13","IL13","blue"
"RPL27A","RPL27A","RPL27A","lightyellow"
"MME","MME","MME","blue"
"IRF6","IRF6","IRF6","blue"
"C17orf75","C17orf75","C17orf75","turquoise"
"TNFRSF10C","TNFRSF10C","TNFRSF10C","blue"
"PKNOX1","PKNOX1","PKNOX1","blue"
"C1QTNF1","C1QTNF1","C1QTNF1","blue"
"DHRS2","DHRS2","DHRS2","turquoise"
"RBPMS","RBPMS","RBPMS","blue"
"TSPAN4","TSPAN4","TSPAN4","pink"
"SDCBP","SDCBP","SDCBP","blue"
"CSPG5","CSPG5","CSPG5","turquoise"
"PPARA","PPARA","PPARA","purple"
"PLAGL2","PLAGL2","PLAGL2","salmon"
"IL5","IL5","IL5","blue"
"PRKCI","PRKCI","PRKCI","turquoise"
"THRA","THRA","THRA","turquoise"
"SAP18","SAP18","SAP18","black"
"PCF11","PCF11","PCF11","blue"
"CRMP1","CRMP1","CRMP1","brown"
"TPM4","TPM4","TPM4","turquoise"
"TCEB1","TCEB1","TCEB1","black"
"IRX4","IRX4","IRX4","yellow"
"MPP2","MPP2","MPP2","magenta"
"TBX19","TBX19","TBX19","blue"
"SLC25A17","SLC25A17","SLC25A17","turquoise"
"NDN","NDN","NDN","turquoise"
"UROS","UROS","UROS","turquoise"
"DMTF1","DMTF1","DMTF1","green"
"GNAI1","GNAI1","GNAI1","red"
"CIITA","CIITA","CIITA","blue"
"XDH","XDH","XDH","blue"
"SMAD5","SMAD5","SMAD5","blue"
"MCOLN1","MCOLN1","MCOLN1","turquoise"
"CDC20","CDC20","CDC20","turquoise"
"CNTN1","CNTN1","CNTN1","turquoise"
"NPR2","NPR2","NPR2","turquoise"
"TEF","TEF","TEF","turquoise"
"PPIF","PPIF","PPIF","turquoise"
"CDC42EP4","CDC42EP4","CDC42EP4","purple"
"CHST8","CHST8","CHST8","brown"
"UBAP2","UBAP2","UBAP2","greenyellow"
"CCL27","CCL27","CCL27","magenta"
"DLL3","DLL3","DLL3","brown"
"GTF2H5","GTF2H5","GTF2H5","turquoise"
"CNNM1","CNNM1","CNNM1","blue"
"EPHB3","EPHB3","EPHB3","turquoise"
"B3GALT5","B3GALT5","B3GALT5","turquoise"
"PTPRS","PTPRS","PTPRS","turquoise"
"MDM4","MDM4","MDM4","green"
"RNF130","RNF130","RNF130","green"
"SLC39A8","SLC39A8","SLC39A8","cyan"
"BLCAP","BLCAP","BLCAP","black"
"MMP11","MMP11","MMP11","turquoise"
"MEF2D","MEF2D","MEF2D","magenta"
"CKB","CKB","CKB","turquoise"
"PDXK","PDXK","PDXK","brown"
"GPR37L1","GPR37L1","GPR37L1","purple"
"ELN","ELN","ELN","blue"
"SORL1","SORL1","SORL1","midnightblue"
"EPB42","EPB42","EPB42","turquoise"
"HOXB5","HOXB5","HOXB5","blue"
"INPPL1","INPPL1","INPPL1","blue"
"SLC25A3","SLC25A3","SLC25A3","black"
"SGCB","SGCB","SGCB","lightcyan"
"P2RY4","P2RY4","P2RY4","turquoise"
"ITGAX","ITGAX","ITGAX","green"
"CD81","CD81","CD81","cyan"
"RPL23","RPL23","RPL23","lightyellow"
"GNRH2","GNRH2","GNRH2","turquoise"
"CX3CL1","CX3CL1","CX3CL1","turquoise"
"IMMT","IMMT","IMMT","turquoise"
"SLC6A8","SLC6A8","SLC6A8","green"
"SLC4A1","SLC4A1","SLC4A1","turquoise"
"RPL9","RPL9","RPL9","lightyellow"
"CCNH","CCNH","CCNH","turquoise"
"MAT1A","MAT1A","MAT1A","blue"
"PABPC1","PABPC1","PABPC1","green"
"ATP5L","ATP5L","ATP5L","black"
"ZNF146","ZNF146","ZNF146","blue"
"CBS","CBS","CBS","magenta"
"UGP2","UGP2","UGP2","turquoise"
"CDC14A","CDC14A","CDC14A","turquoise"
"DACT1","DACT1","DACT1","blue"
"CTNNAL1","CTNNAL1","CTNNAL1","blue"
"VAMP3","VAMP3","VAMP3","red"
"VCL","VCL","VCL","blue"
"MAPKAPK3","MAPKAPK3","MAPKAPK3","royalblue"
"PSME3","PSME3","PSME3","brown"
"PEA15","PEA15","PEA15","brown"
"EIF1B","EIF1B","EIF1B","turquoise"
"KCNJ8","KCNJ8","KCNJ8","blue"
"BET1","BET1","BET1","blue"
"MRPS30","MRPS30","MRPS30","tan"
"TLL2","TLL2","TLL2","turquoise"
"BMP10","BMP10","BMP10","blue"
"WASF3","WASF3","WASF3","turquoise"
"GNG5","GNG5","GNG5","yellow"
"ME1","ME1","ME1","black"
"ZNF189","ZNF189","ZNF189","salmon"
"PIAS2","PIAS2","PIAS2","lightgreen"
"SF3B1","SF3B1","SF3B1","green"
"TNFAIP2","TNFAIP2","TNFAIP2","greenyellow"
"CLCN6","CLCN6","CLCN6","darkred"
"PSG5","PSG5","PSG5","green"
"CASP10","CASP10","CASP10","cyan"
"THBS3","THBS3","THBS3","red"
"CHRNA4","CHRNA4","CHRNA4","turquoise"
"PLXNC1","PLXNC1","PLXNC1","brown"
"GCM1","GCM1","GCM1","blue"
"KPNA5","KPNA5","KPNA5","red"
"GNA11","GNA11","GNA11","green"
"OR3A1","OR3A1","OR3A1","turquoise"
"TXNDC9","TXNDC9","TXNDC9","turquoise"
"NUDT2","NUDT2","NUDT2","turquoise"
"PCDHB8","PCDHB8","PCDHB8","turquoise"
"PCDH12","PCDH12","PCDH12","yellow"
"GABPA","GABPA","GABPA","blue"
"RPL29","RPL29","RPL29","turquoise"
"EML3","EML3","EML3","blue"
"TGM5","TGM5","TGM5","turquoise"
"LAG3","LAG3","LAG3","blue"
"MYH9","MYH9","MYH9","salmon"
"E2F2","E2F2","E2F2","darkred"
"SATB1","SATB1","SATB1","brown"
"NAALADL1","NAALADL1","NAALADL1","blue"
"SHANK1","SHANK1","SHANK1","brown"
"CRHR2","CRHR2","CRHR2","greenyellow"
"LEP","LEP","LEP","brown"
"F12","F12","F12","lightgreen"
"HP1BP3","HP1BP3","HP1BP3","blue"
"RAMP1","RAMP1","RAMP1","blue"
"DLGAP1","DLGAP1","DLGAP1","tan"
"KCNA2","KCNA2","KCNA2","turquoise"
"MAP3K11","MAP3K11","MAP3K11","green"
"DOC2A","DOC2A","DOC2A","midnightblue"
"KIF11","KIF11","KIF11","turquoise"
"DDX24","DDX24","DDX24","grey60"
"CCNC","CCNC","CCNC","turquoise"
"CENPE","CENPE","CENPE","turquoise"
"LCP2","LCP2","LCP2","yellow"
"PRPF4B","PRPF4B","PRPF4B","salmon"
"WNT10B","WNT10B","WNT10B","brown"
"XPO1","XPO1","XPO1","lightcyan"
"FRAT1","FRAT1","FRAT1","blue"
"HARS","HARS","HARS","brown"
"CLDN3","CLDN3","CLDN3","turquoise"
"TPMT","TPMT","TPMT","turquoise"
"KIF13A","KIF13A","KIF13A","red"
"GLT8D2","GLT8D2","GLT8D2","pink"
"MYBPC3","MYBPC3","MYBPC3","brown"
"TCF4","TCF4","TCF4","grey60"
"MAP3K10","MAP3K10","MAP3K10","brown"
"MSH3","MSH3","MSH3","turquoise"
"LGMN","LGMN","LGMN","tan"
"DFNA5","DFNA5","DFNA5","turquoise"
"FMO1","FMO1","FMO1","pink"
"PCDH7","PCDH7","PCDH7","brown"
"BCAN","BCAN","BCAN","green"
"SNAPC1","SNAPC1","SNAPC1","grey60"
"VDAC3","VDAC3","VDAC3","turquoise"
"MFGE8","MFGE8","MFGE8","turquoise"
"ST6GAL1","ST6GAL1","ST6GAL1","yellow"
"ARRB2","ARRB2","ARRB2","yellow"
"CCT4","CCT4","CCT4","black"
"GTPBP6","GTPBP6","GTPBP6","green"
"PCGF3","PCGF3","PCGF3","brown"
"SLC9A6","SLC9A6","SLC9A6","brown"
"GPRC5C","GPRC5C","GPRC5C","blue"
"ZNF195","ZNF195","ZNF195","turquoise"
"FRY","FRY","FRY","brown"
"KCNJ5","KCNJ5","KCNJ5","yellow"
"ZNF264","ZNF264","ZNF264","grey60"
"CLDN8","CLDN8","CLDN8","turquoise"
"UQCRC1","UQCRC1","UQCRC1","brown"
"MAGEA9","MAGEA9","MAGEA9","blue"
"NPAS1","NPAS1","NPAS1","brown"
"FBXO7","FBXO7","FBXO7","red"
"NPC2","NPC2","NPC2","yellow"
"DACH1","DACH1","DACH1","blue"
"VIL1","VIL1","VIL1","turquoise"
"BICD1","BICD1","BICD1","brown"
"MAGI2","MAGI2","MAGI2","grey60"
"LTB4R","LTB4R","LTB4R","yellow"
"ICMT","ICMT","ICMT","lightgreen"
"CCR3","CCR3","CCR3","blue"
"MAP2K6","MAP2K6","MAP2K6","blue"
"NUBP2","NUBP2","NUBP2","turquoise"
"SPTB","SPTB","SPTB","magenta"
"PDE9A","PDE9A","PDE9A","blue"
"CYP1A1","CYP1A1","CYP1A1","blue"
"EZH2","EZH2","EZH2","brown"
"GCDH","GCDH","GCDH","green"
"DES","DES","DES","turquoise"
"IRS2","IRS2","IRS2","yellow"
"SLCO3A1","SLCO3A1","SLCO3A1","green"
"CLN8","CLN8","CLN8","red"
"HCP5","HCP5","HCP5","cyan"
"AMD1","AMD1","AMD1","salmon"
"C1QBP","C1QBP","C1QBP","black"
"ADAMTS13","ADAMTS13","ADAMTS13","greenyellow"
"STIM1","STIM1","STIM1","brown"
"ADORA1","ADORA1","ADORA1","red"
"NDUFA10","NDUFA10","NDUFA10","turquoise"
"PLOD1","PLOD1","PLOD1","lightcyan"
"CDO1","CDO1","CDO1","brown"
"RGS17","RGS17","RGS17","turquoise"
"NACA","NACA","NACA","lightyellow"
"BPHL","BPHL","BPHL","turquoise"
"HOXC6","HOXC6","HOXC6","blue"
"PCDHB12","PCDHB12","PCDHB12","turquoise"
"CORIN","CORIN","CORIN","blue"
"HAO1","HAO1","HAO1","brown"
"JAK3","JAK3","JAK3","turquoise"
"P2RX5","P2RX5","P2RX5","turquoise"
"NRP1","NRP1","NRP1","blue"
"MGEA5","MGEA5","MGEA5","black"
"STARD7","STARD7","STARD7","blue"
"FYCO1","FYCO1","FYCO1","salmon"
"PLCB2","PLCB2","PLCB2","yellow"
"SLC25A5","SLC25A5","SLC25A5","black"
"TPD52","TPD52","TPD52","red"
"HIST1H2BJ","HIST1H2BJ","HIST1H2BJ","blue"
"BRE","BRE","BRE","turquoise"
"BACH2","BACH2","BACH2","salmon"
"ARL1","ARL1","ARL1","turquoise"
"DDX58","DDX58","DDX58","turquoise"
"KLF7","KLF7","KLF7","blue"
"REPS2","REPS2","REPS2","blue"
"EFNA3","EFNA3","EFNA3","magenta"
"TBX2","TBX2","TBX2","cyan"
"KITLG","KITLG","KITLG","turquoise"
"PPFIA2","PPFIA2","PPFIA2","turquoise"
"WNT8B","WNT8B","WNT8B","turquoise"
"CUL5","CUL5","CUL5","blue"
"TNFRSF14","TNFRSF14","TNFRSF14","blue"
"PPP1R3D","PPP1R3D","PPP1R3D","purple"
"CCNG1","CCNG1","CCNG1","blue"
"CRYBA2","CRYBA2","CRYBA2","turquoise"
"CREB1","CREB1","CREB1","turquoise"
"UPB1","UPB1","UPB1","blue"
"MFHAS1","MFHAS1","MFHAS1","turquoise"
"GRIN2D","GRIN2D","GRIN2D","brown"
"NMB","NMB","NMB","turquoise"
"GCSH","GCSH","GCSH","turquoise"
"ALDH9A1","ALDH9A1","ALDH9A1","purple"
"GPA33","GPA33","GPA33","red"
"RPL37","RPL37","RPL37","lightyellow"
"NDUFA7","NDUFA7","NDUFA7","turquoise"
"SCEL","SCEL","SCEL","turquoise"
"SNTG1","SNTG1","SNTG1","brown"
"PRKRA","PRKRA","PRKRA","turquoise"
"GTPBP2","GTPBP2","GTPBP2","salmon"
"CCR6","CCR6","CCR6","turquoise"
"SCLY","SCLY","SCLY","blue"
"POU4F1","POU4F1","POU4F1","turquoise"
"CTNND2","CTNND2","CTNND2","blue"
"EIF5","EIF5","EIF5","salmon"
"MAPK14","MAPK14","MAPK14","lightyellow"
"HOMER3","HOMER3","HOMER3","blue"
"TOP1","TOP1","TOP1","grey60"
"COL7A1","COL7A1","COL7A1","green"
"STC2","STC2","STC2","brown"
"ELOVL5","ELOVL5","ELOVL5","blue"
"ZNF200","ZNF200","ZNF200","turquoise"
"MPDZ","MPDZ","MPDZ","salmon"
"TCP11","TCP11","TCP11","turquoise"
"DPP3","DPP3","DPP3","blue"
"CARS","CARS","CARS","turquoise"
"PTAFR","PTAFR","PTAFR","yellow"
"ACYP2","ACYP2","ACYP2","turquoise"
"PELI1","PELI1","PELI1","salmon"
"DRD3","DRD3","DRD3","turquoise"
"HSD3B1","HSD3B1","HSD3B1","blue"
"NCAM2","NCAM2","NCAM2","red"
"ATP6V1E1","ATP6V1E1","ATP6V1E1","turquoise"
"RPS6KB1","RPS6KB1","RPS6KB1","blue"
"PTGER1","PTGER1","PTGER1","blue"
"FANCA","FANCA","FANCA","brown"
"MAPKAPK2","MAPKAPK2","MAPKAPK2","blue"
"ECE1","ECE1","ECE1","grey60"
"CHST4","CHST4","CHST4","pink"
"SCN7A","SCN7A","SCN7A","turquoise"
"BACE1","BACE1","BACE1","red"
"AASDHPPT","AASDHPPT","AASDHPPT","brown"
"CDKL2","CDKL2","CDKL2","tan"
"CLDN18","CLDN18","CLDN18","turquoise"
"DTNB","DTNB","DTNB","red"
"QTRT1","QTRT1","QTRT1","turquoise"
"ABCC8","ABCC8","ABCC8","brown"
"ME2","ME2","ME2","turquoise"
"GRM6","GRM6","GRM6","brown"
"HESX1","HESX1","HESX1","turquoise"
"NFIB","NFIB","NFIB","grey60"
"MYD88","MYD88","MYD88","yellow"
"MVP","MVP","MVP","yellow"
"MATN4","MATN4","MATN4","brown"
"TARS","TARS","TARS","lightcyan"
"TG","TG","TG","blue"
"ASIP","ASIP","ASIP","brown"
"LYL1","LYL1","LYL1","yellow"
"EIF2S2","EIF2S2","EIF2S2","turquoise"
"SF1","SF1","SF1","greenyellow"
"YEATS4","YEATS4","YEATS4","turquoise"
"VAV1","VAV1","VAV1","yellow"
"CCDC68","CCDC68","CCDC68","turquoise"
"RPS6KA3","RPS6KA3","RPS6KA3","tan"
"LANCL1","LANCL1","LANCL1","red"
"IL27RA","IL27RA","IL27RA","blue"
"ADARB1","ADARB1","ADARB1","brown"
"COX7A2","COX7A2","COX7A2","turquoise"
"CHAD","CHAD","CHAD","brown"
"AMACR","AMACR","AMACR","turquoise"
"PRPS2","PRPS2","PRPS2","turquoise"
"RPS7","RPS7","RPS7","lightyellow"
"ACE2","ACE2","ACE2","turquoise"
"PSMC3","PSMC3","PSMC3","turquoise"
"AKAP8","AKAP8","AKAP8","blue"
"TIMELESS","TIMELESS","TIMELESS","blue"
"BAI2","BAI2","BAI2","brown"
"FZD4","FZD4","FZD4","cyan"
"ECHS1","ECHS1","ECHS1","turquoise"
"NUDT6","NUDT6","NUDT6","turquoise"
"TAF6L","TAF6L","TAF6L","black"
"RASGRP2","RASGRP2","RASGRP2","turquoise"
"FBN1","FBN1","FBN1","pink"
"SEMA6B","SEMA6B","SEMA6B","brown"
"PPP1R2","PPP1R2","PPP1R2","turquoise"
"VPREB1","VPREB1","VPREB1","brown"
"MAPRE2","MAPRE2","MAPRE2","turquoise"
"CUL2","CUL2","CUL2","brown"
"ZNF135","ZNF135","ZNF135","red"
"NOVA1","NOVA1","NOVA1","turquoise"
"RRAGB","RRAGB","RRAGB","turquoise"
"SLC22A14","SLC22A14","SLC22A14","blue"
"CEACAM1","CEACAM1","CEACAM1","yellow"
"GDF9","GDF9","GDF9","blue"
"ADAMTS12","ADAMTS12","ADAMTS12","blue"
"CSNK1A1","CSNK1A1","CSNK1A1","turquoise"
"FXR1","FXR1","FXR1","lightcyan"
"CTNND1","CTNND1","CTNND1","turquoise"
"SCO2","SCO2","SCO2","turquoise"
"SLC8A1","SLC8A1","SLC8A1","turquoise"
"PRKCH","PRKCH","PRKCH","cyan"
"PIK3CB","PIK3CB","PIK3CB","tan"
"TAPBP","TAPBP","TAPBP","blue"
"NFKBIE","NFKBIE","NFKBIE","turquoise"
"CLOCK","CLOCK","CLOCK","blue"
"SLC22A7","SLC22A7","SLC22A7","blue"
"CETN3","CETN3","CETN3","blue"
"FUT8","FUT8","FUT8","turquoise"
"PCDHA2","PCDHA2","PCDHA2","brown"
"ATP5C1","ATP5C1","ATP5C1","black"
"RPL15","RPL15","RPL15","turquoise"
"FXYD7","FXYD7","FXYD7","brown"
"SLC22A3","SLC22A3","SLC22A3","pink"
"SLC6A13","SLC6A13","SLC6A13","pink"
"ANKMY1","ANKMY1","ANKMY1","turquoise"
"AGL","AGL","AGL","turquoise"
"TGOLN2","TGOLN2","TGOLN2","turquoise"
"IL11","IL11","IL11","turquoise"
"NAGLU","NAGLU","NAGLU","green"
"CLDN17","CLDN17","CLDN17","turquoise"
"CTBP1","CTBP1","CTBP1","magenta"
"LY6G5C","LY6G5C","LY6G5C","blue"
"CAPZA1","CAPZA1","CAPZA1","turquoise"
"TXNL4A","TXNL4A","TXNL4A","black"
"HERC5","HERC5","HERC5","blue"
"CYP4F8","CYP4F8","CYP4F8","blue"
"GCM2","GCM2","GCM2","turquoise"
"ERO1LB","ERO1LB","ERO1LB","blue"
"SLC5A1","SLC5A1","SLC5A1","turquoise"
"IFNW1","IFNW1","IFNW1","brown"
"ARIH1","ARIH1","ARIH1","turquoise"
"DPYSL3","DPYSL3","DPYSL3","turquoise"
"HEY1","HEY1","HEY1","turquoise"
"GAS8","GAS8","GAS8","greenyellow"
"MAN1C1","MAN1C1","MAN1C1","yellow"
"TULP3","TULP3","TULP3","purple"
"GP5","GP5","GP5","turquoise"
"CDH10","CDH10","CDH10","turquoise"
"GOLGA4","GOLGA4","GOLGA4","blue"
"PGM1","PGM1","PGM1","royalblue"
"ANXA11","ANXA11","ANXA11","lightcyan"
"SLC1A6","SLC1A6","SLC1A6","turquoise"
"CA9","CA9","CA9","yellow"
"TSC22D4","TSC22D4","TSC22D4","green"
"ADAM11","ADAM11","ADAM11","brown"
"PRLH","PRLH","PRLH","turquoise"
"PTTG1IP","PTTG1IP","PTTG1IP","blue"
"TRPM2","TRPM2","TRPM2","brown"
"FFAR2","FFAR2","FFAR2","brown"
"CLCA1","CLCA1","CLCA1","turquoise"
"SLC23A2","SLC23A2","SLC23A2","brown"
"EEA1","EEA1","EEA1","turquoise"
"SLC24A1","SLC24A1","SLC24A1","red"
"ADAM23","ADAM23","ADAM23","turquoise"
"TBX6","TBX6","TBX6","blue"
"DSTN","DSTN","DSTN","black"
"GNB2L1","GNB2L1","GNB2L1","lightyellow"
"PIK3C2B","PIK3C2B","PIK3C2B","red"
"SQSTM1","SQSTM1","SQSTM1","turquoise"
"TNK2","TNK2","TNK2","greenyellow"
"CHAF1B","CHAF1B","CHAF1B","turquoise"
"MBD3","MBD3","MBD3","greenyellow"
"FGFR1OP","FGFR1OP","FGFR1OP","turquoise"
"CHRM2","CHRM2","CHRM2","turquoise"
"MPG","MPG","MPG","brown"
"ITGA9","ITGA9","ITGA9","brown"
"SYCP2","SYCP2","SYCP2","blue"
"LSM7","LSM7","LSM7","turquoise"
"B3GAT1","B3GAT1","B3GAT1","magenta"
"SLC28A1","SLC28A1","SLC28A1","turquoise"
"FDPS","FDPS","FDPS","turquoise"
"NEK4","NEK4","NEK4","blue"
"BMP3","BMP3","BMP3","turquoise"
"IL9R","IL9R","IL9R","turquoise"
"RAP2B","RAP2B","RAP2B","brown"
"AKT1","AKT1","AKT1","magenta"
"PSMB9","PSMB9","PSMB9","yellow"
"MC4R","MC4R","MC4R","blue"
"ZNF667","ZNF667","ZNF667","turquoise"
"NEUROG1","NEUROG1","NEUROG1","turquoise"
"IMPG2","IMPG2","IMPG2","turquoise"
"BCL11A","BCL11A","BCL11A","turquoise"
"ATXN10","ATXN10","ATXN10","black"
"NCK1","NCK1","NCK1","turquoise"
"EDA","EDA","EDA","turquoise"
"TRAF3","TRAF3","TRAF3","turquoise"
"MFNG","MFNG","MFNG","blue"
"ENTPD5","ENTPD5","ENTPD5","brown"
"PPP1R12B","PPP1R12B","PPP1R12B","turquoise"
"PSEN1","PSEN1","PSEN1","red"
"EFNB2","EFNB2","EFNB2","salmon"
"NAP1L4","NAP1L4","NAP1L4","blue"
"ATP6V1G1","ATP6V1G1","ATP6V1G1","grey60"
"RPL10A","RPL10A","RPL10A","lightyellow"
"PRKACA","PRKACA","PRKACA","brown"
"MAP3K5","MAP3K5","MAP3K5","purple"
"AHR","AHR","AHR","blue"
"CTSO","CTSO","CTSO","turquoise"
"RACGAP1","RACGAP1","RACGAP1","green"
"ARHGEF1","ARHGEF1","ARHGEF1","greenyellow"
"LIPT1","LIPT1","LIPT1","blue"
"NAPA","NAPA","NAPA","magenta"
"NLE1","NLE1","NLE1","turquoise"
"DAPK2","DAPK2","DAPK2","turquoise"
"CDK6","CDK6","CDK6","turquoise"
"KLRF1","KLRF1","KLRF1","turquoise"
"SLC7A4","SLC7A4","SLC7A4","brown"
"DAZ1","DAZ1","DAZ1","yellow"
"GRM8","GRM8","GRM8","midnightblue"
"TMEM50B","TMEM50B","TMEM50B","turquoise"
"MRPL12","MRPL12","MRPL12","turquoise"
"UAP1","UAP1","UAP1","tan"
"ROBO3","ROBO3","ROBO3","green"
"DRAP1","DRAP1","DRAP1","turquoise"
"SMARCA2","SMARCA2","SMARCA2","turquoise"
"RPS27L","RPS27L","RPS27L","lightcyan"
"C5","C5","C5","green"
"IRAK1","IRAK1","IRAK1","blue"
"EXOSC1","EXOSC1","EXOSC1","turquoise"
"IFIT5","IFIT5","IFIT5","blue"
"MEIS1","MEIS1","MEIS1","red"
"MAP4K5","MAP4K5","MAP4K5","blue"
"SNX16","SNX16","SNX16","blue"
"CAPN2","CAPN2","CAPN2","blue"
"SHC1","SHC1","SHC1","blue"
"UCHL5","UCHL5","UCHL5","turquoise"
"LIG3","LIG3","LIG3","blue"
"KRT13","KRT13","KRT13","green"
"ARPC3","ARPC3","ARPC3","black"
"RAB26","RAB26","RAB26","brown"
"SLC3A2","SLC3A2","SLC3A2","blue"
"ODC1","ODC1","ODC1","black"
"MFAP5","MFAP5","MFAP5","turquoise"
"PPM1A","PPM1A","PPM1A","turquoise"
"RPL5","RPL5","RPL5","lightyellow"
"SMR3A","SMR3A","SMR3A","turquoise"
"TCL1A","TCL1A","TCL1A","turquoise"
"DDB2","DDB2","DDB2","blue"
"OAT","OAT","OAT","black"
"ZWINT","ZWINT","ZWINT","turquoise"
"ABL2","ABL2","ABL2","turquoise"
"NDUFS4","NDUFS4","NDUFS4","turquoise"
"TSPAN1","TSPAN1","TSPAN1","red"
"TIMP2","TIMP2","TIMP2","green"
"KCNAB3","KCNAB3","KCNAB3","turquoise"
"FUT1","FUT1","FUT1","brown"
"ABI1","ABI1","ABI1","turquoise"
"TSN","TSN","TSN","black"
"ZNF232","ZNF232","ZNF232","black"
"LAMC3","LAMC3","LAMC3","red"
"MINPP1","MINPP1","MINPP1","blue"
"FJX1","FJX1","FJX1","turquoise"
"SSX1","SSX1","SSX1","brown"
"PNN","PNN","PNN","blue"
"OGT","OGT","OGT","green"
"RLN2","RLN2","RLN2","turquoise"
"GNG4","GNG4","GNG4","turquoise"
"MDH2","MDH2","MDH2","turquoise"
"CUL3","CUL3","CUL3","turquoise"
"CALM1","CALM1","CALM1","brown"
"DCX","DCX","DCX","brown"
"IRF2","IRF2","IRF2","salmon"
"TGFBR2","TGFBR2","TGFBR2","cyan"
"SNRPE","SNRPE","SNRPE","black"
"BTN2A1","BTN2A1","BTN2A1","turquoise"
"COPS7A","COPS7A","COPS7A","turquoise"
"GABARAP","GABARAP","GABARAP","turquoise"
"GPD2","GPD2","GPD2","blue"
"ALDH5A1","ALDH5A1","ALDH5A1","turquoise"
"ENO3","ENO3","ENO3","turquoise"
"FOXD3","FOXD3","FOXD3","turquoise"
"ASAH1","ASAH1","ASAH1","grey60"
"NR1D1","NR1D1","NR1D1","royalblue"
"GRIA4","GRIA4","GRIA4","turquoise"
"COL4A3BP","COL4A3BP","COL4A3BP","brown"
"BIN1","BIN1","BIN1","green"
"DCP1A","DCP1A","DCP1A","blue"
"RPL35","RPL35","RPL35","lightyellow"
"CRIP2","CRIP2","CRIP2","greenyellow"
"PGRMC1","PGRMC1","PGRMC1","turquoise"
"TEP1","TEP1","TEP1","blue"
"GK","GK","GK","turquoise"
"ZNF221","ZNF221","ZNF221","turquoise"
"IL5RA","IL5RA","IL5RA","blue"
"VEGFC","VEGFC","VEGFC","cyan"
"SORBS3","SORBS3","SORBS3","blue"
"SP110","SP110","SP110","salmon"
"RPL23A","RPL23A","RPL23A","lightyellow"
"APOBEC3B","APOBEC3B","APOBEC3B","blue"
"GUCY2C","GUCY2C","GUCY2C","blue"
"TIMM8A","TIMM8A","TIMM8A","turquoise"
"TCEB3","TCEB3","TCEB3","salmon"
"F2RL1","F2RL1","F2RL1","turquoise"
"MCF2","MCF2","MCF2","brown"
"RGN","RGN","RGN","turquoise"
"PRODH2","PRODH2","PRODH2","turquoise"
"ACTN4","ACTN4","ACTN4","greenyellow"
"DRP2","DRP2","DRP2","tan"
"HYAL1","HYAL1","HYAL1","cyan"
"COLQ","COLQ","COLQ","greenyellow"
"PAPOLB","PAPOLB","PAPOLB","blue"
"GPR20","GPR20","GPR20","turquoise"
"P2RY2","P2RY2","P2RY2","blue"
"RPGR","RPGR","RPGR","blue"
"STEAP1","STEAP1","STEAP1","blue"
"DVL2","DVL2","DVL2","green"
"PSG2","PSG2","PSG2","turquoise"
"GPR135","GPR135","GPR135","blue"
"YWHAB","YWHAB","YWHAB","turquoise"
"NMBR","NMBR","NMBR","turquoise"
"GUCY2D","GUCY2D","GUCY2D","turquoise"
"CNNM4","CNNM4","CNNM4","turquoise"
"PPP2R2B","PPP2R2B","PPP2R2B","midnightblue"
"BCAT2","BCAT2","BCAT2","salmon"
